56.0,55.0
55.0,55.0
56.0,55.0
55.0,55.0
54.0,55.0
53.0,55.0
53.0,55.0
53.0,55.0
51.0,54.0
50.0,55.0
51.0,55.0
56.0,55.0
55.0,57.0
54.0,56.0
54.0,57.0
54.0,55.0
55.0,56.0
55.0,56.0
57.0,56.0
57.0,56.0
57.0,55.0
57.0,56.0
56.0,57.0
54.0,56.0
56.0,55.0
57.0,54.0
54.0,54.0
57.0,54.0
56.0,52.0
56.0,55.0
54.0,56.0
54.0,56.0
55.0,57.0
50.0,57.0
47.0,53.0
45.0,50.0
43.0,47.0
51.0,46.0
50.0,45.0
50.0,47.0
50.0,48.0
50.0,53.0
51.0,51.0
51.0,50.0
53.0,49.0
53.0,49.0
54.0,49.0
54.0,51.0
54.0,54.0
54.0,55.0
54.0,55.0
54.0,55.0
54.0,54.0
54.0,54.0
54.0,54.0
54.0,56.0
53.0,55.0
51.0,55.0
51.0,55.0
55.0,54.0
54.0,53.0
54.0,54.0
53.0,53.0
55.0,53.0
54.0,53.0
53.0,53.0
52.0,53.0
51.0,52.0
51.0,52.0
50.0,52.0
50.0,51.0
57.0,51.0
56.0,50.0
56.0,49.0
56.0,48.0
56.0,51.0
57.0,52.0
55.0,54.0
53.0,56.0
51.0,55.0
59.0,55.0
59.0,56.0
60.0,56.0
60.0,53.0
49.0,51.0
48.0,51.0
60.0,50.0
46.0,51.0
52.0,51.0
52.0,54.0
58.0,54.0
55.0,55.0
51.0,55.0
49.0,55.0
46.0,54.0
45.0,53.0
49.0,43.0
44.0,39.0
51.0,37.0
50.0,38.0
50.0,49.0
50.0,50.0
51.0,51.0
51.0,51.0
52.0,51.0
52.0,52.0
52.0,53.0
53.0,54.0
54.0,55.0
54.0,55.0
55.0,53.0
55.0,53.0
54.0,53.0
54.0,54.0
54.0,54.0
54.0,54.0
55.0,54.0
55.0,55.0
54.0,55.0
54.0,54.0
57.0,55.0
56.0,56.0
56.0,56.0
56.0,55.0
56.0,55.0
55.0,54.0
57.0,55.0
56.0,56.0
57.0,56.0
57.0,56.0
57.0,57.0
58.0,56.0
57.0,55.0
57.0,54.0
57.0,55.0
56.0,56.0
57.0,56.0
57.0,55.0
56.0,56.0
56.0,56.0
56.0,56.0
55.0,57.0
56.0,58.0
56.0,56.0
57.0,53.0
57.0,52.0
57.0,59.0
57.0,60.0
56.0,59.0
55.0,57.0
55.0,55.0
54.0,54.0
56.0,53.0
56.0,51.0
56.0,50.0
57.0,49.0
57.0,49.0
56.0,49.0
56.0,48.0
55.0,49.0
56.0,49.0
56.0,49.0
56.0,50.0
55.0,50.0
55.0,55.0
56.0,53.0
56.0,53.0
54.0,53.0
53.0,52.0
53.0,51.0
54.0,59.0
55.0,59.0
54.0,58.0
52.0,58.0
49.0,57.0
47.0,56.0
46.0,58.0
43.0,57.0
41.0,57.0
40.0,56.0
38.0,56.0
38.0,56.0
50.0,56.0
50.0,56.0
50.0,55.0
50.0,54.0
51.0,54.0
52.0,54.0
52.0,55.0
52.0,56.0
51.0,54.0
55.0,54.0
56.0,54.0
55.0,53.0
55.0,53.0
55.0,53.0
55.0,51.0
56.0,53.0
55.0,51.0
55.0,48.0
54.0,53.0
53.0,54.0
53.0,53.0
54.0,52.0
54.0,51.0
53.0,50.0
54.0,48.0
53.0,48.0
53.0,48.0
55.0,49.0
56.0,48.0
56.0,49.0
55.0,50.0
55.0,50.0
55.0,49.0
54.0,51.0
53.0,55.0
54.0,54.0
52.0,54.0
53.0,54.0
52.0,54.0
52.0,53.0
53.0,52.0
52.0,58.0
51.0,58.0
55.0,57.0
54.0,57.0
54.0,56.0
56.0,55.0
55.0,54.0
56.0,54.0
56.0,56.0
56.0,56.0
56.0,57.0
56.0,56.0
56.0,55.0
56.0,55.0
57.0,57.0
57.0,57.0
56.0,57.0
54.0,57.0
53.0,57.0
53.0,57.0
51.0,56.0
50.0,56.0
55.0,55.0
55.0,56.0
55.0,56.0
55.0,56.0
55.0,56.0
55.0,56.0
56.0,55.0
56.0,55.0
56.0,55.0
56.0,56.0
57.0,56.0
58.0,56.0
58.0,53.0
59.0,53.0
58.0,56.0
59.0,55.0
56.0,53.0
55.0,53.0
60.0,55.0
60.0,55.0
53.0,55.0
51.0,57.0
49.0,55.0
47.0,55.0
45.0,55.0
50.0,56.0
51.0,57.0
50.0,56.0
55.0,57.0
54.0,54.0
57.0,53.0
56.0,52.0
55.0,49.0
55.0,49.0
54.0,50.0
54.0,55.0
53.0,52.0
53.0,52.0
54.0,51.0
54.0,50.0
53.0,49.0
47.0,47.0
46.0,47.0
54.0,47.0
52.0,48.0
51.0,52.0
52.0,53.0
51.0,54.0
51.0,55.0
52.0,55.0
51.0,55.0
52.0,56.0
51.0,55.0
53.0,55.0
54.0,55.0
54.0,54.0
55.0,54.0
56.0,54.0
57.0,54.0
57.0,53.0
57.0,52.0
51.0,54.0
48.0,54.0
58.0,53.0
56.0,53.0
56.0,52.0
56.0,56.0
55.0,57.0
54.0,56.0
52.0,56.0
51.0,55.0
57.0,55.0
56.0,54.0
55.0,53.0
55.0,53.0
55.0,52.0
52.0,52.0
52.0,54.0
56.0,52.0
55.0,54.0
53.0,51.0
52.0,50.0
51.0,49.0
53.0,53.0
54.0,52.0
56.0,51.0
56.0,50.0
55.0,54.0
54.0,52.0
53.0,50.0
51.0,49.0
51.0,49.0
56.0,49.0
55.0,51.0
56.0,50.0
56.0,52.0
55.0,52.0
56.0,52.0
56.0,52.0
56.0,54.0
56.0,53.0
55.0,52.0
55.0,52.0
56.0,52.0
54.0,51.0
55.0,51.0
55.0,51.0
57.0,50.0
57.0,50.0
56.0,50.0
57.0,50.0
57.0,48.0
57.0,48.0
57.0,48.0
57.0,50.0
55.0,51.0
57.0,51.0
58.0,50.0
58.0,51.0
58.0,55.0
58.0,54.0
58.0,55.0
57.0,55.0
57.0,56.0
56.0,57.0
55.0,56.0
57.0,58.0
57.0,58.0
57.0,57.0
56.0,56.0
55.0,58.0
54.0,57.0
54.0,57.0
42.0,57.0
41.0,57.0
39.0,56.0
38.0,56.0
35.0,58.0
49.0,58.0
50.0,57.0
51.0,56.0
52.0,56.0
52.0,56.0
54.0,56.0
54.0,56.0
54.0,55.0
54.0,54.0
55.0,54.0
56.0,57.0
56.0,56.0
56.0,54.0
55.0,53.0
53.0,53.0
53.0,58.0
54.0,56.0
56.0,55.0
56.0,55.0
56.0,54.0
55.0,52.0
55.0,54.0
54.0,54.0
54.0,54.0
55.0,54.0
54.0,54.0
53.0,58.0
53.0,58.0
54.0,57.0
55.0,57.0
55.0,55.0
55.0,55.0
54.0,55.0
54.0,54.0
54.0,53.0
55.0,52.0
55.0,52.0
56.0,53.0
56.0,54.0
56.0,57.0
56.0,57.0
56.0,55.0
56.0,55.0
55.0,55.0
55.0,54.0
55.0,54.0
55.0,54.0
54.0,54.0
54.0,54.0
53.0,53.0
52.0,51.0
53.0,50.0
53.0,46.0
53.0,45.0
54.0,44.0
53.0,53.0
52.0,52.0
51.0,53.0
54.0,53.0
53.0,52.0
52.0,52.0
52.0,53.0
56.0,53.0
55.0,54.0
55.0,54.0
56.0,53.0
56.0,54.0
56.0,55.0
55.0,55.0
56.0,54.0
56.0,53.0
56.0,53.0
56.0,53.0
56.0,51.0
55.0,50.0
55.0,52.0
55.0,55.0
57.0,54.0
56.0,53.0
55.0,54.0
54.0,53.0
50.0,53.0
46.0,53.0
44.0,52.0
43.0,53.0
40.0,52.0
50.0,52.0
50.0,52.0
49.0,53.0
49.0,54.0
49.0,54.0
50.0,55.0
51.0,54.0
52.0,53.0
52.0,52.0
52.0,55.0
57.0,55.0
56.0,55.0
55.0,55.0
55.0,55.0
54.0,54.0
53.0,55.0
53.0,54.0
54.0,55.0
54.0,55.0
54.0,54.0
53.0,53.0
53.0,54.0
53.0,55.0
52.0,54.0
52.0,54.0
52.0,55.0
52.0,52.0
53.0,53.0
53.0,52.0
53.0,53.0
54.0,52.0
53.0,52.0
57.0,53.0
56.0,50.0
56.0,48.0
57.0,47.0
57.0,52.0
57.0,53.0
56.0,48.0
56.0,47.0
56.0,45.0
55.0,48.0
54.0,42.0
54.0,42.0
54.0,42.0
54.0,40.0
53.0,43.0
52.0,50.0
50.0,50.0
49.0,52.0
56.0,52.0
48.0,57.0
54.0,56.0
54.0,55.0
53.0,56.0
54.0,56.0
53.0,57.0
52.0,57.0
52.0,57.0
54.0,56.0
53.0,56.0
53.0,58.0
51.0,58.0
51.0,56.0
58.0,55.0
58.0,55.0
57.0,54.0
56.0,53.0
55.0,52.0
54.0,52.0
54.0,51.0
57.0,51.0
57.0,51.0
56.0,51.0
57.0,51.0
57.0,51.0
57.0,51.0
57.0,50.0
57.0,50.0
58.0,50.0
57.0,49.0
56.0,49.0
55.0,49.0
57.0,48.0
57.0,45.0
56.0,46.0
57.0,47.0
56.0,48.0
57.0,48.0
57.0,48.0
57.0,48.0
56.0,49.0
59.0,50.0
58.0,50.0
58.0,51.0
60.0,51.0
59.0,51.0
56.0,51.0
55.0,51.0
60.0,52.0
53.0,53.0
60.0,54.0
51.0,53.0
50.0,52.0
49.0,54.0
48.0,54.0
48.0,54.0
51.0,53.0
50.0,54.0
56.0,53.0
56.0,53.0
55.0,53.0
56.0,52.0
55.0,52.0
54.0,53.0
54.0,52.0
54.0,54.0
58.0,54.0
59.0,53.0
59.0,53.0
58.0,54.0
57.0,53.0
58.0,53.0
57.0,52.0
56.0,52.0
56.0,53.0
56.0,53.0
55.0,53.0
56.0,52.0
55.0,55.0
55.0,54.0
55.0,53.0
55.0,53.0
55.0,52.0
56.0,53.0
57.0,53.0
56.0,52.0
59.0,51.0
58.0,51.0
58.0,52.0
57.0,51.0
56.0,50.0
56.0,52.0
55.0,53.0
54.0,51.0
57.0,53.0
58.0,52.0
58.0,53.0
57.0,55.0
57.0,56.0
56.0,55.0
56.0,53.0
56.0,51.0
55.0,50.0
53.0,48.0
54.0,47.0
60.0,47.0
60.0,46.0
44.0,47.0
42.0,48.0
46.0,47.0
45.0,48.0
44.0,52.0
43.0,53.0
42.0,53.0
42.0,52.0
44.0,53.0
45.0,53.0
55.0,54.0
56.0,55.0
55.0,56.0
56.0,56.0
56.0,55.0
56.0,55.0
55.0,54.0
55.0,54.0
55.0,54.0
55.0,54.0
55.0,55.0
54.0,55.0
55.0,54.0
55.0,54.0
57.0,53.0
57.0,54.0
56.0,53.0
56.0,54.0
57.0,54.0
57.0,53.0
57.0,54.0
57.0,55.0
57.0,55.0
57.0,54.0
58.0,53.0
59.0,53.0
59.0,52.0
58.0,55.0
57.0,55.0
57.0,55.0
57.0,56.0
58.0,56.0
57.0,56.0
57.0,55.0
56.0,54.0
57.0,55.0
56.0,54.0
56.0,54.0
55.0,54.0
56.0,54.0
55.0,54.0
57.0,54.0
58.0,55.0
56.0,55.0
56.0,55.0
56.0,50.0
56.0,46.0
57.0,43.0
57.0,47.0
58.0,47.0
58.0,46.0
57.0,45.0
56.0,45.0
55.0,45.0
58.0,50.0
56.0,49.0
50.0,49.0
54.0,50.0
51.0,50.0
51.0,52.0
54.0,52.0
53.0,52.0
52.0,52.0
53.0,52.0
52.0,52.0
52.0,51.0
51.0,51.0
51.0,52.0
49.0,54.0
53.0,54.0
52.0,55.0
52.0,54.0
51.0,54.0
51.0,54.0
50.0,53.0
50.0,54.0
51.0,57.0
52.0,56.0
53.0,55.0
54.0,54.0
55.0,53.0
55.0,53.0
54.0,53.0
54.0,52.0
54.0,55.0
55.0,56.0
55.0,57.0
55.0,56.0
56.0,54.0
56.0,53.0
56.0,48.0
55.0,46.0
55.0,49.0
55.0,50.0
55.0,51.0
56.0,51.0
56.0,52.0
56.0,51.0
56.0,50.0
56.0,53.0
56.0,52.0
57.0,53.0
56.0,53.0
57.0,53.0
58.0,53.0
57.0,54.0
57.0,53.0
57.0,60.0
57.0,52.0
57.0,51.0
57.0,50.0
56.0,52.0
55.0,52.0
55.0,55.0
55.0,53.0
55.0,52.0
55.0,52.0
56.0,56.0
56.0,56.0
57.0,54.0
58.0,54.0
57.0,54.0
56.0,50.0
51.0,52.0
48.0,55.0
45.0,46.0
42.0,46.0
48.0,49.0
56.0,48.0
56.0,50.0
44.0,47.0
58.0,49.0
58.0,48.0
58.0,46.0
57.0,49.0
47.0,52.0
55.0,51.0
54.0,52.0
53.0,52.0
52.0,53.0
51.0,53.0
51.0,55.0
51.0,55.0
50.0,56.0
50.0,54.0
50.0,52.0
52.0,60.0
54.0,60.0
55.0,60.0
56.0,46.0
55.0,47.0
55.0,44.0
54.0,42.0
53.0,41.0
53.0,45.0
52.0,44.0
53.0,53.0
53.0,54.0
53.0,53.0
52.0,53.0
55.0,53.0
54.0,53.0
54.0,53.0
53.0,56.0
52.0,55.0
53.0,55.0
56.0,55.0
56.0,55.0
55.0,57.0
55.0,56.0
55.0,57.0
54.0,57.0
53.0,56.0
53.0,55.0
53.0,53.0
53.0,53.0
52.0,55.0
51.0,52.0
57.0,49.0
56.0,47.0
57.0,47.0
56.0,54.0
55.0,52.0
55.0,54.0
57.0,54.0
57.0,54.0
58.0,52.0
58.0,52.0
57.0,52.0
56.0,51.0
56.0,53.0
57.0,52.0
57.0,52.0
56.0,53.0
57.0,53.0
56.0,55.0
56.0,55.0
56.0,54.0
56.0,55.0
55.0,57.0
54.0,56.0
54.0,52.0
55.0,50.0
56.0,52.0
55.0,50.0
55.0,48.0
56.0,48.0
55.0,48.0
54.0,47.0
56.0,47.0
56.0,47.0
56.0,46.0
56.0,47.0
56.0,50.0
55.0,50.0
56.0,50.0
57.0,55.0
57.0,55.0
57.0,54.0
57.0,54.0
57.0,55.0
57.0,54.0
57.0,55.0
57.0,57.0
57.0,56.0
57.0,56.0
58.0,55.0
58.0,56.0
57.0,55.0
57.0,56.0
50.0,56.0
49.0,55.0
57.0,55.0
58.0,55.0
56.0,55.0
53.0,56.0
51.0,56.0
50.0,56.0
49.0,56.0
48.0,57.0
56.0,57.0
56.0,56.0
56.0,56.0
60.0,56.0
60.0,56.0
53.0,57.0
54.0,57.0
52.0,57.0
50.0,57.0
53.0,58.0
54.0,58.0
54.0,58.0
54.0,57.0
54.0,57.0
53.0,57.0
51.0,57.0
50.0,56.0
52.0,56.0
54.0,55.0
55.0,56.0
57.0,56.0
57.0,56.0
55.0,56.0
50.0,56.0
50.0,56.0
49.0,57.0
49.0,56.0
49.0,57.0
48.0,57.0
49.0,56.0
49.0,56.0
48.0,56.0
49.0,57.0
49.0,57.0
49.0,58.0
50.0,58.0
51.0,57.0
53.0,57.0
54.0,57.0
53.0,56.0
55.0,56.0
55.0,56.0
56.0,56.0
55.0,57.0
55.0,56.0
54.0,56.0
54.0,55.0
54.0,56.0
53.0,57.0
53.0,58.0
53.0,57.0
52.0,56.0
53.0,53.0
53.0,51.0
55.0,50.0
56.0,49.0
56.0,50.0
55.0,49.0
55.0,49.0
55.0,50.0
54.0,46.0
54.0,46.0
54.0,46.0
53.0,47.0
53.0,46.0
54.0,47.0
53.0,51.0
57.0,51.0
52.0,51.0
59.0,50.0
53.0,49.0
54.0,53.0
51.0,52.0
57.0,49.0
51.0,50.0
42.0,53.0
47.0,53.0
33.0,51.0
49.0,50.0
51.0,50.0
51.0,48.0
51.0,48.0
50.0,47.0
49.0,45.0
48.0,54.0
49.0,55.0
51.0,51.0
50.0,46.0
50.0,44.0
50.0,42.0
51.0,49.0
51.0,49.0
51.0,50.0
53.0,49.0
54.0,48.0
54.0,49.0
54.0,49.0
54.0,50.0
54.0,50.0
54.0,51.0
55.0,51.0
56.0,51.0
56.0,51.0
55.0,51.0
54.0,51.0
54.0,51.0
55.0,53.0
56.0,53.0
56.0,53.0
56.0,53.0
56.0,53.0
58.0,53.0
59.0,56.0
59.0,56.0
59.0,54.0
59.0,54.0
59.0,54.0
58.0,53.0
58.0,55.0
57.0,54.0
56.0,55.0
58.0,54.0
59.0,54.0
58.0,54.0
56.0,53.0
54.0,53.0
54.0,53.0
53.0,52.0
52.0,52.0
53.0,51.0
55.0,52.0
54.0,52.0
54.0,52.0
60.0,52.0
58.0,52.0
57.0,53.0
57.0,52.0
57.0,53.0
57.0,52.0
56.0,53.0
55.0,52.0
53.0,51.0
58.0,53.0
51.0,54.0
56.0,53.0
55.0,53.0
48.0,53.0
53.0,55.0
54.0,55.0
55.0,54.0
58.0,54.0
58.0,54.0
59.0,55.0
53.0,55.0
55.0,56.0
44.0,55.0
41.0,56.0
46.0,56.0
48.0,57.0
47.0,57.0
48.0,57.0
51.0,56.0
51.0,56.0
53.0,56.0
55.0,55.0
55.0,55.0
56.0,55.0
58.0,54.0
59.0,53.0
58.0,58.0
58.0,58.0
58.0,57.0
57.0,55.0
58.0,54.0
57.0,55.0
58.0,54.0
59.0,53.0
58.0,53.0
57.0,52.0
54.0,56.0
51.0,56.0
48.0,56.0
46.0,59.0
57.0,58.0
47.0,56.0
47.0,56.0
56.0,56.0
56.0,55.0
55.0,54.0
55.0,54.0
54.0,54.0
53.0,55.0
53.0,55.0
53.0,52.0
53.0,50.0
52.0,47.0
52.0,45.0
52.0,45.0
51.0,48.0
53.0,50.0
53.0,49.0
52.0,47.0
52.0,48.0
54.0,51.0
54.0,50.0
55.0,52.0
55.0,52.0
56.0,52.0
55.0,52.0
55.0,52.0
56.0,53.0
55.0,52.0
57.0,51.0
56.0,51.0
57.0,51.0
57.0,51.0
57.0,50.0
56.0,51.0
57.0,47.0
56.0,50.0
57.0,49.0
56.0,48.0
57.0,47.0
57.0,46.0
58.0,56.0
58.0,58.0
58.0,58.0
57.0,57.0
59.0,54.0
57.0,53.0
57.0,60.0
59.0,60.0
58.0,60.0
58.0,60.0
58.0,47.0
59.0,48.0
58.0,49.0
57.0,50.0
57.0,50.0
56.0,54.0
55.0,53.0
54.0,53.0
54.0,54.0
54.0,55.0
53.0,56.0
53.0,57.0
53.0,56.0
52.0,54.0
52.0,52.0
52.0,59.0
53.0,59.0
53.0,58.0
52.0,58.0
53.0,56.0
54.0,56.0
53.0,56.0
54.0,57.0
54.0,56.0
57.0,55.0
57.0,53.0
57.0,53.0
56.0,54.0
56.0,52.0
56.0,52.0
56.0,53.0
57.0,57.0
56.0,56.0
57.0,55.0
56.0,55.0
57.0,55.0
56.0,54.0
53.0,54.0
52.0,54.0
53.0,54.0
49.0,55.0
47.0,55.0
47.0,57.0
44.0,58.0
51.0,57.0
52.0,58.0
50.0,57.0
50.0,56.0
54.0,56.0
54.0,57.0
54.0,57.0
53.0,56.0
52.0,56.0
51.0,55.0
53.0,54.0
52.0,53.0
52.0,51.0
52.0,51.0
52.0,49.0
51.0,51.0
50.0,56.0
48.0,55.0
52.0,57.0
51.0,55.0
53.0,54.0
50.0,54.0
47.0,53.0
45.0,53.0
43.0,52.0
41.0,60.0
40.0,52.0
38.0,60.0
37.0,60.0
44.0,49.0
47.0,47.0
48.0,48.0
49.0,47.0
50.0,46.0
51.0,45.0
54.0,44.0
55.0,49.0
55.0,49.0
55.0,49.0
55.0,49.0
55.0,48.0
56.0,49.0
57.0,50.0
57.0,51.0
56.0,50.0
56.0,52.0
54.0,51.0
60.0,52.0
47.0,54.0
45.0,53.0
42.0,52.0
42.0,53.0
42.0,55.0
44.0,56.0
53.0,55.0
56.0,55.0
57.0,54.0
57.0,56.0
57.0,55.0
56.0,55.0
56.0,55.0
57.0,55.0
57.0,55.0
56.0,55.0
56.0,56.0
56.0,57.0
57.0,56.0
57.0,56.0
56.0,56.0
57.0,57.0
57.0,58.0
57.0,58.0
57.0,57.0
57.0,58.0
57.0,58.0
57.0,58.0
57.0,57.0
57.0,57.0
57.0,56.0
54.0,57.0
55.0,56.0
55.0,55.0
55.0,55.0
54.0,55.0
55.0,56.0
57.0,56.0
56.0,53.0
57.0,54.0
57.0,53.0
57.0,51.0
57.0,48.0
56.0,46.0
55.0,53.0
55.0,53.0
55.0,52.0
54.0,50.0
54.0,48.0
54.0,46.0
53.0,44.0
53.0,42.0
53.0,53.0
54.0,53.0
55.0,54.0
55.0,55.0
55.0,55.0
55.0,54.0
55.0,55.0
55.0,56.0
55.0,54.0
54.0,52.0
54.0,52.0
54.0,51.0
54.0,51.0
54.0,51.0
54.0,52.0
54.0,52.0
53.0,51.0
54.0,53.0
54.0,52.0
55.0,52.0
54.0,54.0
56.0,55.0
56.0,55.0
57.0,55.0
56.0,56.0
57.0,56.0
57.0,56.0
57.0,55.0
57.0,55.0
57.0,54.0
56.0,54.0
56.0,55.0
56.0,55.0
56.0,56.0
56.0,57.0
57.0,56.0
57.0,56.0
57.0,56.0
51.0,55.0
47.0,55.0
54.0,55.0
56.0,54.0
56.0,55.0
56.0,55.0
55.0,56.0
56.0,56.0
58.0,57.0
57.0,57.0
56.0,57.0
56.0,57.0
56.0,56.0
56.0,56.0
57.0,56.0
56.0,56.0
55.0,56.0
57.0,56.0
57.0,56.0
56.0,56.0
56.0,55.0
60.0,55.0
49.0,56.0
46.0,55.0
43.0,56.0
50.0,54.0
53.0,55.0
60.0,55.0
48.0,54.0
48.0,56.0
48.0,56.0
49.0,55.0
44.0,55.0
41.0,56.0
40.0,56.0
46.0,56.0
33.0,56.0
32.0,56.0
32.0,57.0
49.0,57.0
52.0,58.0
52.0,51.0
51.0,53.0
50.0,50.0
51.0,50.0
52.0,50.0
51.0,50.0
51.0,49.0
51.0,50.0
51.0,49.0
51.0,49.0
52.0,48.0
52.0,49.0
51.0,52.0
51.0,51.0
51.0,45.0
51.0,40.0
50.0,43.0
49.0,42.0
48.0,56.0
48.0,55.0
56.0,53.0
55.0,52.0
56.0,51.0
56.0,50.0
55.0,49.0
55.0,48.0
55.0,47.0
56.0,47.0
55.0,49.0
56.0,48.0
54.0,46.0
53.0,52.0
55.0,52.0
57.0,52.0
57.0,52.0
59.0,51.0
59.0,52.0
58.0,52.0
58.0,52.0
58.0,52.0
57.0,52.0
57.0,51.0
56.0,52.0
55.0,52.0
54.0,53.0
54.0,54.0
53.0,55.0
55.0,55.0
54.0,55.0
55.0,56.0
54.0,52.0
54.0,50.0
54.0,50.0
54.0,48.0
54.0,48.0
55.0,49.0
55.0,48.0
55.0,48.0
56.0,48.0
54.0,51.0
54.0,50.0
54.0,49.0
59.0,49.0
54.0,49.0
53.0,51.0
54.0,51.0
52.0,52.0
50.0,51.0
57.0,51.0
55.0,53.0
56.0,54.0
56.0,55.0
56.0,55.0
56.0,54.0
55.0,54.0
55.0,54.0
54.0,56.0
54.0,56.0
53.0,55.0
52.0,55.0
45.0,56.0
51.0,55.0
50.0,54.0
60.0,55.0
48.0,53.0
51.0,53.0
50.0,53.0
50.0,56.0
49.0,56.0
48.0,56.0
49.0,57.0
48.0,57.0
47.0,57.0
45.0,58.0
52.0,58.0
53.0,57.0
52.0,56.0
51.0,56.0
51.0,55.0
54.0,56.0
55.0,56.0
55.0,55.0
57.0,56.0
57.0,56.0
56.0,56.0
56.0,57.0
56.0,57.0
55.0,57.0
55.0,57.0
55.0,58.0
55.0,57.0
55.0,58.0
55.0,57.0
60.0,57.0
60.0,56.0
60.0,57.0
60.0,57.0
49.0,56.0
48.0,56.0
49.0,57.0
54.0,57.0
56.0,57.0
56.0,58.0
57.0,58.0
57.0,57.0
57.0,57.0
58.0,58.0
58.0,57.0
58.0,57.0
58.0,56.0
58.0,57.0
59.0,57.0
59.0,58.0
59.0,58.0
58.0,56.0
58.0,55.0
58.0,56.0
57.0,56.0
57.0,55.0
57.0,54.0
57.0,53.0
56.0,52.0
56.0,52.0
56.0,54.0
55.0,54.0
55.0,55.0
56.0,55.0
55.0,55.0
55.0,57.0
54.0,56.0
57.0,56.0
58.0,55.0
57.0,57.0
57.0,56.0
57.0,55.0
57.0,56.0
57.0,56.0
57.0,57.0
58.0,55.0
58.0,59.0
59.0,57.0
58.0,56.0
58.0,58.0
58.0,56.0
57.0,55.0
58.0,56.0
58.0,54.0
57.0,54.0
57.0,56.0
58.0,56.0
58.0,56.0
57.0,54.0
57.0,54.0
57.0,52.0
57.0,50.0
57.0,49.0
58.0,49.0
57.0,48.0
57.0,47.0
56.0,46.0
56.0,45.0
56.0,54.0
55.0,55.0
57.0,54.0
56.0,54.0
55.0,53.0
56.0,53.0
57.0,53.0
57.0,53.0
56.0,52.0
56.0,52.0
56.0,52.0
55.0,52.0
55.0,53.0
56.0,52.0
57.0,52.0
56.0,53.0
56.0,52.0
56.0,52.0
56.0,52.0
55.0,51.0
55.0,51.0
56.0,52.0
56.0,52.0
55.0,52.0
54.0,51.0
59.0,52.0
58.0,52.0
58.0,51.0
58.0,51.0
56.0,51.0
55.0,51.0
54.0,50.0
55.0,49.0
54.0,52.0
54.0,52.0
52.0,54.0
51.0,54.0
52.0,54.0
50.0,54.0
49.0,54.0
47.0,53.0
46.0,52.0
45.0,54.0
43.0,54.0
51.0,56.0
50.0,56.0
49.0,55.0
48.0,54.0
50.0,54.0
50.0,53.0
50.0,53.0
55.0,52.0
54.0,52.0
54.0,51.0
54.0,51.0
54.0,50.0
53.0,55.0
52.0,55.0
60.0,54.0
59.0,54.0
58.0,56.0
56.0,55.0
55.0,55.0
54.0,55.0
53.0,55.0
53.0,54.0
54.0,54.0
53.0,54.0
55.0,54.0
54.0,53.0
53.0,53.0
51.0,53.0
50.0,55.0
58.0,53.0
57.0,50.0
57.0,56.0
56.0,55.0
56.0,55.0
55.0,60.0
60.0,50.0
52.0,51.0
51.0,51.0
51.0,51.0
51.0,53.0
50.0,53.0
49.0,53.0
50.0,53.0
50.0,53.0
51.0,55.0
50.0,56.0
41.0,56.0
42.0,56.0
44.0,55.0
44.0,54.0
39.0,55.0
39.0,55.0
39.0,54.0
48.0,54.0
49.0,54.0
51.0,54.0
52.0,54.0
52.0,53.0
53.0,53.0
53.0,53.0
53.0,54.0
53.0,53.0
53.0,52.0
53.0,53.0
53.0,53.0
54.0,52.0
55.0,53.0
55.0,52.0
56.0,54.0
56.0,52.0
56.0,48.0
56.0,56.0
55.0,55.0
56.0,53.0
55.0,52.0
55.0,52.0
55.0,51.0
56.0,49.0
55.0,48.0
57.0,47.0
57.0,49.0
57.0,48.0
57.0,48.0
56.0,48.0
57.0,44.0
56.0,42.0
56.0,37.0
57.0,38.0
57.0,39.0
57.0,40.0
57.0,52.0
56.0,51.0
57.0,53.0
57.0,53.0
57.0,55.0
57.0,54.0
57.0,56.0
57.0,56.0
57.0,55.0
57.0,53.0
57.0,53.0
57.0,54.0
57.0,54.0
57.0,58.0
57.0,54.0
57.0,55.0
57.0,54.0
57.0,54.0
56.0,54.0
57.0,54.0
57.0,54.0
56.0,56.0
57.0,58.0
57.0,57.0
57.0,58.0
57.0,57.0
56.0,58.0
56.0,59.0
57.0,53.0
57.0,54.0
57.0,56.0
57.0,57.0
57.0,57.0
57.0,56.0
57.0,55.0
57.0,55.0
57.0,54.0
57.0,53.0
58.0,53.0
57.0,55.0
57.0,53.0
55.0,53.0
55.0,52.0
54.0,53.0
52.0,54.0
55.0,56.0
54.0,55.0
54.0,50.0
54.0,46.0
53.0,44.0
51.0,42.0
58.0,42.0
58.0,42.0
57.0,41.0
56.0,41.0
56.0,54.0
59.0,54.0
60.0,55.0
58.0,55.0
59.0,55.0
58.0,56.0
57.0,56.0
55.0,56.0
53.0,57.0
52.0,59.0
53.0,58.0
53.0,58.0
52.0,59.0
52.0,56.0
52.0,56.0
51.0,56.0
52.0,55.0
53.0,55.0
53.0,57.0
53.0,56.0
54.0,57.0
53.0,56.0
53.0,56.0
55.0,55.0
55.0,54.0
54.0,53.0
54.0,53.0
53.0,53.0
52.0,54.0
51.0,53.0
51.0,54.0
60.0,54.0
60.0,53.0
59.0,53.0
58.0,52.0
58.0,54.0
56.0,53.0
56.0,52.0
56.0,51.0
56.0,53.0
56.0,52.0
56.0,53.0
55.0,53.0
53.0,53.0
53.0,54.0
53.0,55.0
